Data wystawienia;Kontrahent;Przych�d;Rozch�d
30.04.2019;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;4
26.04.2019;BOXMET;50;0
24.04.2019;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;1
18.04.2019;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;4
17.04.2019; Europegaz Andrzej Fr�ckowiak ;0;5
17.04.2019;BOXMET;40;0
15.04.2019;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;10
15.04.2019;BOXMET;20;0
10.04.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
10.04.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
09.04.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
09.04.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
08.04.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
08.04.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
08.04.2019; 'WROZAS' SPӣKA Z OGRANICZON� ODPOWIEDZIALNO�CI�;0;1
05.04.2019;ULTRANET Sp. z o.o.;0;16
02.04.2019;BOXMET;80;0
01.04.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
28.03.2019;BFF INVESTMENTS POLSKA SP. z o.o.;0;2
27.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;13
27.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
26.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
26.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;14
20.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
20.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
20.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
20.03.2019;KACZMARSKI INKASSO Ma�gorzata Kaczmarski;0;2
19.03.2019;Port Lotniczy Wroc�aw S.A.;0;4
15.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
15.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
15.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;16
14.03.2019;"PPHU ""ANNA"" Grzegorz Kusi�ski";0;1
12.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
12.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
07.03.2019;BFF INVESTMENTS POLSKA SP. z o.o.;0;12
05.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
05.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
05.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
05.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
28.02.2019;BOXMET;150;0
27.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;14
27.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
26.02.2019;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;12
26.02.2019;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;3
25.02.2019;Schavemaker Poland Sp. z o.o.;0;6
22.02.2019;SEKA S.A.;0;7
21.02.2019;GS Systemy Budowlane Sp. z o.o.;0;1
15.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;15
15.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
15.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
14.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
13.02.2019;BOXMET;50;0
08.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
08.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
25.01.2019;BOXMET;30;0
22.01.2019;ZONA ADA BIELECKA, POLE DANCE COSTUMES;0;1
22.01.2019;Schavemaker Poland Sp. z o.o.;0;4
22.01.2019;UNI-TRUCK SP. Z O.O. Oddzia� Wroc�aw;0;1
22.01.2019;Piotr Walus;0;1
16.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
11.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
11.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
11.01.2019;IPF SERVICE Sp. z o.o.;0;2
09.01.2019;BOXMET;43;0
27.12.2018;;0;11
27.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
21.12.2018;TRAKCJA PRKiI S.A.;0;2
18.12.2018;BOXMET;10;0
14.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
14.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;13
14.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
14.12.2018;Komenda Wojew�dzka Pa�stwowej Stra�y Po�arnej;0;13
07.12.2018;DEVCO Sp. z o.o.;0;1
07.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
07.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;13
07.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
07.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
07.12.2018;Cargilll Poland Sp. z o.o. Oddzia� w Bielanach Wr;0;21
30.11.2018;BOXMET;60;0
29.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;19
27.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
27.11.2018;Radio Wroc�aw S.A.;0;7
23.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
19.11.2018;DS Smith Polska sp. z o.o.;0;2
19.11.2018;EKODYNAMIC Sp. z o.o. Sp�ka Komandytowa;0;1
16.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
15.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
15.11.2018;ZESPӣ SZKOLNO-PRZEDSZKOLNY NR 18;0;1
13.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
09.11.2018;BOXMET;30;0
07.11.2018;IPF SERVICE Sp. z o.o.;0;1
07.11.2018;IPF SERVICE Sp. z o.o.;0;3
30.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
30.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;15
29.10.2018;Szko�a Podstawowa w Barkowie;0;1
25.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
25.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
25.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
18.10.2018;IPF SERVICE Sp. z o.o.;0;1
16.10.2018;HELLA Techniki Os�onowe Sp. z o.o.;0;2
11.10.2018;BOXMET;45;0
11.10.2018;BOXMET;35;0
11.10.2018;"PRZEDSI�BIORSTWO TECHNICZNE ""ENERGOPIAST""  Sp. zoo";0;1
08.10.2018;KFB ACOUSTICS Sp. z o.o.;0;2
05.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
05.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
26.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;14
26.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
26.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
20.09.2018;Apleona HSG Sp. z o.o.;0;5
14.09.2018;BOXMET;40;0
13.09.2018;Zesp� Szk� Teleinformacyjnych i Elektronicznych;0;2
13.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
13.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;13
10.09.2018;ARMACELL POLAND Sp. z o.o.;0;10
10.09.2018;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;7
10.09.2018;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;5
07.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
06.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
31.08.2018;JAFRA CONNECT Sp. z o.o.;0;2
31.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
31.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
31.08.2018;BOXMET;45;0
30.08.2018;ENGIE SERVICES Sp. z o.o.;0;11
30.08.2018;ENGIE SERVICES Sp. z o.o.;0;5
29.08.2018;DONG YANG Electronics Sp. z o.o.;0;4
28.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
28.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
24.08.2018;BOXMET;22;0
17.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
17.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
14.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
14.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
10.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.08.2018;TRAKCJA PRKiI S.A.;0;2
07.08.2018;Kemipol Sp. z o.o.;0;6
07.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
07.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
07.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;14
07.08.2018;BOXMET;20;0
06.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.08.2018;BOXMET;30;0
31.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
30.07.2018;Schavemaker Poland Sp. z o.o.;0;4
20.07.2018;TRAKCJA PRKiI S.A.;0;2
20.07.2018;Cargilll Poland Sp. z o.o. Oddzia� w Bielanach Wr;0;2
20.07.2018;BOXMET;30;0
18.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
16.07.2018;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;3
16.07.2018;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;7
13.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
13.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;18
13.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.07.2018;BC INVESTMENTS Sp. z o.o. ;0;1
13.07.2018;Cargilll Poland Sp. z o.o. Oddzia� w Bielanach Wr;0;2
12.07.2018;BOXMET;20;0
09.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
04.07.2018;CONSBUD Sp. z o.o.;0;16
03.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
03.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.06.2018;HANDLOPEX SA;0;2
25.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
22.06.2018;BOXMET;16;0
20.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
20.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
20.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
20.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.06.2018;Szko�a Podstawowa Nr 109 im. Edwarda Dembowskiego;0;2
18.06.2018;DOLNO�L�SKIE CENTRUM LOGISTYCZNE M&M Sp. z o.o.-Sp;0;29
15.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
15.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
13.06.2018;BFF INVESTMENTS POLSKA SP. z o.o.;0;1
12.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
12.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
12.06.2018;BOXMET;30;0
08.06.2018;BOXMET;12;0
07.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;17
30.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
30.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
25.05.2018;BOXMET;60;0
21.05.2018;W.P.B.M. M�J DOM SA;0;6
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;19
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
16.05.2018;BOXMET;70;0
14.05.2018;ULTRANET Sp. z o.o.;0;20
14.05.2018;ULTRANET Sp. z o.o.;0;4
11.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
11.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
11.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
11.05.2018;BOXMET;40;0
08.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
08.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
08.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
08.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
02.05.2018;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;4
27.04.2018;BOXMET;30;0
26.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
26.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
24.04.2018;IPF SERVICE Sp. zo.o.;0;3
24.04.2018;IPF SERVICE Sp. zo.o.;0;8
20.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
20.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
20.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
18.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.04.2018;ULTRANET Sp. z o.o.;0;2
12.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
12.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
11.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
10.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
10.04.2018;BFF INVESTMENTS POLSKA SP. z o.o.;0;3
06.04.2018;BOXMET;50;0
05.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
28.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
28.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
28.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
28.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
28.03.2018;KORFANTOWSKIE PRZEDSI�BIORSTWO BUDOWLANE ;0;5
23.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
23.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;15
23.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
23.03.2018;BOXMET;30;0
23.03.2018;KEA sp. z o.o. INVEST sp.k.;0;4
20.03.2018;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;15
15.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
15.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
15.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
12.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
09.03.2018;VITO VERGELIS Sp. z o.o.;0;1
09.03.2018;BOXMET;30;0
09.03.2018;BOXMET;20;0
07.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
02.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;12
02.03.2018;Centrum Edukacyjno - Terapeutyczne Supe�ek, ;0;1
28.02.2018;BFF INVESTMENTS POLSKA SP. z o.o.;0;3
27.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
21.02.2018;BOXMET;50;0
15.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
15.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
15.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
15.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
06.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.02.2018;Cargilll Poland Sp. z o.o. Oddzia� w Bielanach Wr;0;2
01.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
01.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
29.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
29.01.2018;UNI-TRUCK SP. Z O.O. Oddzia� Wroc�aw;0;1
29.01.2018;UNI-TRUCK SP. Z O.O. Oddzia� Wroc�aw;0;1
23.01.2018;BOXMET;50;0
17.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;14
17.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
17.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
12.01.2018;BOXMET;30;0
11.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
11.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
11.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
11.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
31.12.2017;;15;0
21.12.2017;FHU Miros�aw Kuriata;0;2
15.12.2017;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;7
08.12.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
06.12.2017;CS NATURA TOUR Sp. z o.o. ;0;1
06.12.2017;TRAKCJA PRKiI S.A.;0;1
04.12.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;17
01.12.2017;ULTRANET Sp. z o.o.;0;2
22.11.2017;HOME AND FASHION INTERNATIONAL Sp. z o.o.;0;2
20.11.2017;BOXMET;20;0
17.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;29
08.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
08.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
08.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;54
08.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
08.11.2017;Cargilll Poland Sp. z o.o. Oddzia� w Bielanach Wr;0;3
06.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
03.11.2017;Cargilll Poland Sp. z o.o. Oddzia� w Bielanach Wr;0;4
02.11.2017;BOXMET;50;0
31.10.2017;Barbara Piasecka Keys;0;1
25.10.2017;BOXMET;40;0
24.10.2017;Robert Bosch Sp. z o.o. ;0;1
11.10.2017;W.P.B.M. M�J DOM SA;0;4
10.10.2017;ULTRANET Sp. z o.o.;0;4
10.10.2017;Cargilll Poland Sp. z o.o. Oddzia� w Bielanach Wr;0;3
09.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;23
09.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
09.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
05.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
05.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
05.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
05.10.2017;"PRZEDSI�BIORSTWO TECHNICZNE ""ENERGOPIAST""  Sp. zoo";0;1
29.09.2017;BOXMET;60;0
29.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
29.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
26.09.2017;BOXMET;60;0
19.09.2017;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;2
19.09.2017;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;8
12.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
12.09.2017;ATRIUM POLAND 1 Sp. zo.o. Dominika�ska 2 S.K.;0;5
11.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
08.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
08.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
08.09.2017;Przedsi�biorstwo Budowlane SAWREM sp.c Danuta Sawi;0;4
08.09.2017;Przedsi�biorstwo Budowlane SAWREM sp.c Danuta Sawi;0;12
08.09.2017;SCHAVEMAKER INVEST Sp.z o.o.;0;2
08.09.2017;BOXMET;20;0
07.09.2017;Leszczy�ski Center S.C.;0;1
06.09.2017;Zesp� Elekrociep�owni Wroc�awskich KOGENERACJA S.;0;10
01.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;13
01.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;13
31.08.2017;BOXMET;43;0
31.08.2017;BOXMET;30;0
31.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
31.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
31.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
31.08.2017;POLSKIE KOLEJE PA�STWOWE SPӣKA AKCYJNA;0;3
